,Pi *1e-5,Mach,AoA,Train,std_drag,std_lift,std_mom,confidence_weight_simple
92,1.0,0.93,2.0,True,1.9699635517111454e-06,2.0583112648993008e-05,1.5640962468245506e-05,1.0
93,1.0,0.93,4.0,True,5.280154622004457e-06,4.088411888344757e-05,2.3218385874103416e-05,1.0
94,1.0,0.93,5.0,True,4.135222022335662e-06,2.025973362651874e-05,1.3563325443200375e-05,1.0
95,1.0,0.93,6.0,True,8.483790961795621e-06,3.4426731954801313e-05,1.85818168148348e-05,1.0
96,1.0,0.96,-8.0,True,0.0001362358600333,0.0003444986541783,0.0005624099877228,1.0
97,1.0,0.96,-4.0,True,0.0002964058004167,0.0009110234626836,0.0011858726423025,1.0
98,1.0,0.96,-2.0,True,0.000124755861924,0.000324327388143,0.0003095184244634,1.0
99,1.0,0.96,0.0,True,6.554490048543815e-07,5.0188976792892415e-06,6.260714361023712e-06,1.0
100,1.0,0.96,1.0,True,8.863287647124005e-08,8.76143611160617e-08,6.08913636393144e-08,1.0
101,1.0,0.96,3.0,True,3.325563395665513e-06,8.483688437841229e-06,3.3524633948892902e-06,1.0
102,1.0,0.96,5.0,True,7.378644789373562e-06,4.893365658549254e-05,3.816067308510856e-05,1.0
103,1.0,0.96,8.0,True,2.153751207965212e-05,6.628815664010026e-05,4.6426619455656345e-05,1.0
104,2.0,0.3,-15.0,True,0.0079225394387651,0.0202741441841542,0.0269216893583112,0.5
105,2.0,0.3,-12.0,True,0.0054025826103392,0.0171289905340738,0.0224556269612403,0.5
106,2.0,0.3,-9.0,True,0.0028037443676733,0.0100444007148506,0.0145919423263667,1.0
107,2.0,0.3,-3.0,True,4.39442021060715e-05,0.0002983667924545,0.0002433804573725,1.0
108,2.0,0.3,0.0,True,3.8177872619308894e-05,0.0001007533712592,5.535801617419216e-05,1.0
109,2.0,0.3,7.5,True,0.0004033783859951,0.0016932997417332,0.0012477515550812,1.0
110,2.0,0.3,10.0,True,0.002098017476674,0.0113299100456941,0.0107438201827807,0.5
111,2.0,0.3,15.0,True,0.0091820416768606,0.035487574227615,0.0234704866141418,0.5
112,2.0,0.5,-12.0,True,0.0036495003456732,0.012148124362286,0.0115651567873154,0.5
113,2.0,0.5,-9.0,True,0.0024868883564953,0.0103953776364042,0.016350266444312,1.0
114,2.0,0.5,-6.0,True,0.001046672204954,0.0041469204331316,0.007173321197771,1.0
115,2.0,0.5,2.5,True,2.50770683107766e-05,3.857967988320986e-05,0.0001072614325806,1.0
116,2.0,0.5,7.5,True,0.0004633282417025,0.0028816007077972,0.0017391537832224,1.0
117,2.0,0.5,10.0,True,0.00344709383097,0.017860090878746,0.0110384404211352,0.5
118,2.0,0.5,12.5,True,0.0071469581530595,0.0305853865597671,0.0201835388868547,0.5
119,2.0,0.5,15.0,True,0.0095184638898636,0.0322342666407753,0.0249897742648365,0.5
120,2.0,0.7,-10.0,True,0.0019541875502072,0.0095564322837837,0.0076314909040321,0.5
121,2.0,0.7,-7.5,True,0.0003116497203952,0.0007960976129246,0.0008285070363505,1.0
122,2.0,0.7,-5.0,True,0.0005223980104948,0.0022154033961469,0.0037075919199489,1.0
123,2.0,0.7,0.0,True,9.698901599597485e-07,1.284341758856594e-05,3.051418695298946e-05,1.0
124,2.0,0.7,2.0,True,1.107492223230446e-06,1.3951465438293623e-05,3.69557236057977e-05,1.0
125,2.0,0.7,4.0,True,1.5735418867087687e-05,0.0001185069397092,4.940412099085265e-05,1.0
126,2.0,0.7,8.0,True,0.0015751764343601,0.0098629135176538,0.007160658698366,1.0
127,2.0,0.7,12.0,True,0.0014633947027562,0.0066539595247035,0.0044967997310813,0.5
128,2.0,0.75,-10.0,True,0.001419439165182,0.0070630184567007,0.0036800530353086,0.5
129,2.0,0.75,-7.5,True,0.0003480764363055,0.0009083557704542,0.0007859310415215,1.0
130,2.0,0.75,-5.0,True,0.0003757066075906,0.0008987294492965,0.0009538867268817,1.0
131,2.0,0.75,-2.5,True,2.6648124238456853e-05,0.0001045961101702,0.0001922717424374,1.0
132,2.0,0.75,2.0,True,4.6215288322436645e-07,4.922140132736904e-06,8.303564350481916e-06,1.0
133,2.0,0.75,4.0,True,4.611146318454047e-06,1.6820797054623354e-05,1.2927150096074248e-05,1.0
134,2.0,0.75,8.0,True,0.0011029571924006,0.0052260428820935,0.0030705056970992,1.0
135,2.0,0.75,10.0,True,0.0012803655814566,0.0063468444165276,0.0026551672657258,0.5
136,2.0,0.8,-10.0,True,0.0008627290259326,0.0032361783050006,0.0020783709651758,0.5
137,2.0,0.8,-7.5,True,0.0004630610778021,0.0019277863764208,0.0015385830333795,1.0
138,2.0,0.8,-5.0,True,0.0004619178667947,0.0010709836373201,0.0007231226739141,1.0
139,2.0,0.8,3.0,True,6.822332456683292e-07,2.515439287798642e-06,4.751755342074141e-06,1.0
140,2.0,0.8,6.0,True,3.3037069110180275e-05,0.0001879046134928,0.0001741660531763,1.0
141,2.0,0.8,7.5,True,0.0012171287629072,0.0074960600960115,0.005170720467443,1.0
142,2.0,0.8,9.0,True,0.0012861457228495,0.0047337782354165,0.003602309341318,1.0
143,2.0,0.8,10.5,True,0.0010479580117318,0.005507227660438,0.0022472072239771,0.5
144,2.0,0.82,-10.0,True,0.0009591581859075,0.0035411587269636,0.0023950071025234,0.5
145,2.0,0.82,-7.5,True,0.0003060514988065,0.0013314785938105,0.0013417391025397,1.0
146,2.0,0.82,-5.0,True,0.0004704161467229,0.0018943825147279,0.0011641566905644,1.0
147,2.0,0.82,0.0,True,1.6316777520108551e-06,2.0688765619639224e-06,2.0783052102876894e-06,1.0
148,2.0,0.82,4.5,True,7.347716680903593e-06,4.163557825735603e-05,2.9857483929799196e-05,1.0
149,2.0,0.82,7.5,True,0.0003472337109559,0.0065750651333826,0.0046013373272454,1.0
150,2.0,0.82,9.0,True,0.000892286001662,0.0074945615029658,0.0014601185686115,1.0
151,2.0,0.82,10.5,True,0.0007560314110059,0.0039478912459686,0.001925974405335,0.5
152,2.0,0.84,-9.0,True,0.0004455428549705,0.0009654562086662,0.00133060176739,1.0
153,2.0,0.84,-5.0,True,0.0006098841117277,0.0057687224221189,0.0014549207259218,1.0
154,2.0,0.84,-3.0,True,0.0008421017654176,0.0020294682544527,0.0016622305399176,1.0
155,2.0,0.84,-1.5,True,3.475167147229844e-06,2.7681114077122025e-05,2.6427550115048468e-05,1.0
156,2.0,0.84,1.5,True,2.4924693383510005e-06,6.492232717765173e-06,4.816362940001994e-06,1.0
157,2.0,0.84,3.0,True,1.3641191280031862e-06,4.550525243137968e-06,2.678302345079393e-06,1.0
158,2.0,0.84,4.0,True,5.568696149626767e-06,5.7897168614053856e-05,4.126366979134176e-05,1.0
159,2.0,0.84,7.0,True,0.0004070871783578,0.0035033722746025,0.0017410094314745,1.0
160,2.0,0.85,-9.0,True,0.0004230076074665,0.0010825718956402,0.0012319833335609,1.0
161,2.0,0.85,-7.0,True,0.0007558529389133,0.0026866738528275,0.0022770879836288,1.0
162,2.0,0.85,-3.0,True,0.0009140858654077,0.0015096121052997,0.0013093921335007,1.0
163,2.0,0.85,0.0,True,4.89624341284101e-06,5.826442623567556e-06,3.1299988512810687e-06,1.0
164,2.0,0.85,1.5,True,3.212631696822876e-06,1.245505247203975e-05,7.317096692597028e-06,1.0
165,2.0,0.85,3.0,True,1.5101723927686752e-06,8.6468990118765e-06,5.269659154787715e-06,1.0
166,2.0,0.85,7.0,True,0.0005947010156246,0.0025083423889133,0.0017256844526033,1.0
167,2.0,0.85,9.0,True,0.0003485117569455,0.0042809703779655,0.0024762164061114,1.0
168,2.0,0.86,-7.0,True,0.0004965122077183,0.001517802390238,0.0021086466797618,1.0
169,2.0,0.86,-3.0,True,0.0010506120655511,0.0016551334583191,0.0014402755747605,1.0
170,2.0,0.86,-1.5,True,4.34495141398835e-06,5.6564410400538175e-06,2.20304806111386e-05,1.0
171,2.0,0.86,1.5,True,3.120596225374362e-06,1.3062959618313922e-05,9.43718477153337e-06,1.0
172,2.0,0.86,3.0,True,1.5041894719520118e-06,1.5333078239819636e-05,1.1771289418874566e-05,1.0
173,2.0,0.86,5.0,True,0.000442759027902,0.0036758697517892,0.0002083791092501,1.0
174,2.0,0.86,7.0,True,0.0018364474100008,0.0250132701673827,0.0068619616225367,1.0
175,2.0,0.86,9.0,True,0.0004526733373309,0.0037331725873924,0.0039685152063277,1.0
176,2.0,0.88,-8.0,True,0.0003612170840803,0.0015513833333455,0.0011989129390249,1.0
177,2.0,0.88,-4.0,True,0.000925641511955,0.0025388827547632,0.0017444738944924,1.0
178,2.0,0.88,0.0,True,9.365022750570024e-06,2.2214215483734014e-05,1.7032047440470984e-05,1.0
179,2.0,0.88,3.0,True,2.2080125213791128e-06,1.0043315757120309e-05,1.2767689032072616e-05,1.0
180,2.0,0.88,4.0,True,1.580505896733455e-05,0.0001375355564217,6.180666830584665e-05,1.0
181,2.0,0.88,5.0,True,0.0003622954256225,0.0032883878177959,0.0001089620567067,1.0
182,2.0,0.88,6.0,True,0.0003329535673009,0.003654024524542,0.0046882454814049,1.0
183,2.0,0.88,8.0,True,0.0006428611635717,0.0087826780231025,0.0063732336768857,1.0
184,2.0,0.9,-8.0,True,0.000403032946927,0.0013663325727805,0.0015942960081834,1.0
185,2.0,0.9,-4.0,True,0.0002513515822702,0.0013500909593484,0.0014742446104186,1.0
186,2.0,0.9,0.0,True,6.306092826039588e-06,6.837836709767692e-05,2.757184287076577e-05,1.0
187,2.0,0.9,1.0,True,6.292739198821743e-06,2.5916704610891257e-05,3.4228834014129424e-05,1.0
188,2.0,0.9,2.0,True,3.500943323237829e-06,9.522622513637965e-06,1.5182273878923715e-05,1.0
189,2.0,0.9,4.0,True,4.699143249734333e-06,2.901016460197754e-05,1.729110953906287e-05,1.0
190,2.0,0.9,5.0,True,4.0529818033919125e-05,0.0003402946585484,0.000112778040555,1.0
191,2.0,0.9,6.0,True,0.0007871758181094,0.0059465341128151,0.0003663654871519,1.0
192,2.0,0.93,-8.0,True,0.0003316826649748,0.0014446440341731,0.0014346328243458,1.0
193,2.0,0.93,-6.0,True,0.0004675781875719,0.0013809011058304,0.0024476078393903,1.0
194,2.0,0.93,-4.0,True,0.0003056880655439,0.002329696763557,0.0010853696980035,1.0
195,2.0,0.93,2.0,True,3.1488485339268324e-06,2.6585793995364588e-05,2.0257607468070864e-05,1.0
196,2.0,0.93,3.0,True,4.27369468275542e-05,0.0003923896336213,0.0002194173146122,1.0
197,2.0,0.93,5.0,True,5.737533996622847e-06,2.9081433416768785e-05,1.7862439890780834e-05,1.0
198,2.0,0.93,6.0,True,9.712524881893225e-06,3.505369587600948e-05,1.8402759438263772e-05,1.0
199,2.0,0.93,8.0,True,9.558421605164784e-05,0.000386686289636,0.0002831439788772,1.0
200,2.0,0.96,-8.0,True,9.504547954151028e-05,0.0005488893558047,0.0006392898509637,1.0
201,2.0,0.96,-6.0,True,0.0002039521244926,0.0005573882409494,0.0007406846171521,1.0
202,2.0,0.96,0.0,True,1.405879055146486e-05,3.729900150522562e-05,7.162323695255326e-05,1.0
203,2.0,0.96,2.0,True,7.895806573083725e-07,3.098990114915924e-06,8.222245227607118e-07,1.0
204,2.0,0.96,4.0,True,6.915107782331857e-06,2.134556605175577e-05,1.7420279472882752e-05,1.0
205,2.0,0.96,5.0,True,9.397566214350696e-06,5.736758691720823e-05,4.621396464974877e-05,1.0
206,2.0,0.96,6.0,True,1.4677260079969244e-05,5.850639654865147e-05,5.565210634561396e-05,1.0
207,2.0,0.96,8.0,True,3.7921300198345306e-05,9.904377074685504e-05,5.5955814126709965e-05,1.0
208,4.0,0.3,-15.0,True,0.0075189073249848,0.0187222322439895,0.0271934521271835,0.5
209,4.0,0.3,-12.0,True,0.0051704543492659,0.0163987768982466,0.0199271703834551,0.5
210,4.0,0.3,-9.0,True,0.0028083516643912,0.0101338395368142,0.0141969456156135,1.0
211,4.0,0.3,0.0,True,3.630120677360048e-05,9.382320845516657e-05,5.349333029330196e-05,1.0
212,4.0,0.3,5.0,True,4.8273919705092855e-05,0.0004415571090626,0.0002382942933922,1.0
213,4.0,0.3,7.5,True,0.0003946523256044,0.0025638309463449,0.0017683352484423,1.0
214,4.0,0.3,12.5,True,0.0065857530552705,0.0311253665696225,0.0177916259073284,0.5
215,4.0,0.3,15.0,True,0.0101972727508693,0.0427865143729432,0.0231975017162036,0.5
216,4.0,0.5,-12.0,True,0.0034140112228888,0.0113013553449328,0.0124381365177017,0.5
217,4.0,0.5,-9.0,True,0.0024715968066382,0.0098706993545781,0.0148319626151374,1.0
218,4.0,0.5,-6.0,True,0.0009293817983447,0.0039420398841607,0.006628761139215,1.0
219,4.0,0.5,-3.0,True,0.000100995505393,0.0003925199054006,0.0002464994168182,1.0
220,4.0,0.5,2.5,True,2.2827664225101784e-05,4.856423973873104e-05,0.0001131529099799,1.0
221,4.0,0.5,5.0,True,4.859259302805637e-05,0.0005554667479108,0.0004781113522691,1.0
222,4.0,0.5,10.0,True,0.003509701348951,0.0181344585433238,0.0121842062421751,0.5
223,4.0,0.5,15.0,True,0.0093182351288034,0.0325141886462294,0.0241225330773135,0.5
224,4.0,0.7,-12.5,True,0.0030896532248557,0.008952062473589,0.0124082102902229,0.5
225,4.0,0.7,-5.0,True,0.0005705310102943,0.0024485569346743,0.0040504336223127,1.0
226,4.0,0.7,0.0,True,1.3104954331000029e-06,1.4667522458320182e-05,3.3949415697741654e-05,1.0
227,4.0,0.7,2.0,True,1.2080379632058033e-06,1.474288722182372e-05,3.799151212763625e-05,1.0
228,4.0,0.7,4.0,True,1.3366386570610006e-05,0.0001246738081289,5.616785599531567e-05,1.0
229,4.0,0.7,6.0,True,0.0004553264053203,0.0021926350586778,0.0019357964525134,1.0
230,4.0,0.7,8.0,True,0.0015637742878306,0.0094355427710542,0.0072643251136963,1.0
231,4.0,0.7,10.0,True,0.0015511282053563,0.0075350636619563,0.0030074317928358,0.5
232,4.0,0.75,-10.0,True,0.0004690960788757,0.0018412692510874,0.0020014437878497,0.5
233,4.0,0.75,-7.5,True,0.0002944623839246,0.000978032626044,0.000672459122785,1.0
234,4.0,0.75,-2.5,True,2.540148652826885e-05,0.0001006451090887,0.0001785555451865,1.0
235,4.0,0.75,2.0,True,5.726955145070516e-07,6.078864489213254e-06,1.0070430142784437e-05,1.0
236,4.0,0.75,4.0,True,5.716887426142076e-06,2.3565338669168632e-05,2.258066531487245e-05,1.0
237,4.0,0.75,8.0,True,0.0006035109766395,0.0051140044014013,0.0030357682688127,1.0
238,4.0,0.75,10.0,True,0.0017205656921986,0.0069828180204601,0.0045863170884855,0.5
239,4.0,0.75,12.0,True,0.0020873585585878,0.0087103864873105,0.0039624680668827,0.5
240,4.0,0.8,-10.0,True,0.0010161037680286,0.0056726402339646,0.0019595742741132,0.5
241,4.0,0.8,-5.0,True,0.0004532199254847,0.001102114618476,0.0006569977727973,1.0
242,4.0,0.8,0.0,True,8.387448413819697e-07,3.466727316784438e-06,8.671100428676633e-06,1.0
243,4.0,0.8,1.5,True,9.44220943754826e-07,4.321989731510125e-06,8.347662468081512e-06,1.0
244,4.0,0.8,4.5,True,3.637845275308944e-06,2.727294442232844e-05,2.0784290584549505e-05,1.0
245,4.0,0.8,6.0,True,3.507358500844545e-05,0.000114070881829,0.0001105012076737,1.0
246,4.0,0.8,9.0,True,0.0016921580084764,0.0086189038070008,0.006592441260546,1.0
247,4.0,0.8,10.5,True,0.0008750215038065,0.0032422583995194,0.0025538217517706,0.5
248,4.0,0.82,-10.0,True,0.0007699954370398,0.0052870764011241,0.0037214415260668,0.5
249,4.0,0.82,-7.5,True,0.0007096860793114,0.0048204787449326,0.0020843932549168,1.0
250,4.0,0.82,-5.0,True,0.0005096967681697,0.0014110128777506,0.0011639256816109,1.0
251,4.0,0.82,0.0,True,1.6640732628767143e-06,4.326119653196045e-06,5.683724884298667e-06,1.0
252,4.0,0.82,4.5,True,1.1117513131052644e-06,3.117915824673169e-06,4.176928319989084e-06,1.0
253,4.0,0.82,7.5,True,0.0002927217229749,0.00762963151543,0.0012958425149627,1.0
254,4.0,0.82,9.0,True,0.0008379488210197,0.0084393141187894,0.0026409579437735,1.0
255,4.0,0.82,10.5,True,0.0007326488779538,0.0028835078940348,0.0022912617686464,0.5
256,4.0,0.84,-7.0,True,0.0006018638361085,0.0023276364827721,0.001736041656121,1.0
257,4.0,0.84,-3.0,True,7.054775136062721e-05,0.0002676515680082,0.0004660426115461,1.0
258,4.0,0.84,-1.5,True,5.617474133579016e-05,0.0002295524425455,0.0001765249783033,1.0
259,4.0,0.84,0.0,True,3.731906333822231e-06,7.436479478400391e-06,4.959187806777579e-06,1.0
260,4.0,0.84,3.0,True,1.3031196385286326e-06,4.830548575159595e-06,2.9630124220066537e-06,1.0
261,4.0,0.84,5.0,True,1.493055012162668e-06,8.453589792845439e-06,4.803450495603864e-06,1.0
262,4.0,0.84,7.0,True,0.0004029823404357,0.0020347891971749,0.0014588264391468,1.0
263,4.0,0.84,9.0,True,0.000231194850622,0.0067672346149571,0.0029459302701522,1.0
264,4.0,0.85,-9.0,True,0.0004323480700694,0.0016292819782137,0.0021401702257409,1.0
265,4.0,0.85,-7.0,True,0.0007896061750946,0.003518938880174,0.0021054239036649,1.0
266,4.0,0.85,-5.0,True,0.0006812838091536,0.0026555264797319,0.0017646139857487,1.0
267,4.0,0.85,-3.0,True,0.000915870765416,0.0015373809302218,0.001630937538266,1.0
268,4.0,0.85,0.0,True,5.907779694997285e-06,1.316798937417168e-05,7.773136782636822e-06,1.0
269,4.0,0.85,1.5,True,3.2666033188843458e-06,1.5310115571701227e-05,9.317394572475178e-06,1.0
270,4.0,0.85,4.0,True,1.2546318267184725e-06,8.272777675665975e-06,7.293564737720529e-06,1.0
271,4.0,0.85,7.0,True,0.0004704367115045,0.0013370700775196,0.0011193417468513,1.0
272,4.0,0.86,-7.0,True,0.0005625386065253,0.0015763142557243,0.0016272277028014,1.0
273,4.0,0.86,-1.5,True,4.695717825876021e-06,2.8873780026749626e-05,7.943368182350373e-06,1.0
274,4.0,0.86,1.5,True,3.1796017390558848e-06,1.7591264004283165e-05,1.2263125664621832e-05,1.0
275,4.0,0.86,3.0,True,1.4210461469504965e-06,1.5597762706101496e-05,1.241038149379772e-05,1.0
276,4.0,0.86,4.0,True,1.130050467248804e-06,7.27189472388104e-06,6.7313619123902e-06,1.0
277,4.0,0.86,5.0,True,4.536843010396738e-05,0.0004537021878472,0.0001342363261065,1.0
278,4.0,0.86,7.0,True,0.0002448899192582,0.0058312480853761,0.0043158849794197,1.0
